"DateTime","Players","Flags","Twitch Viewers"
"2019-02-14 00:00:00",96657,,67368
"2019-02-15 00:00:00",112135,,143119
"2019-02-16 00:00:00",136018,,150355
"2019-02-17 00:00:00",133484,,228088
"2019-02-18 00:00:00",113379,,25107
"2019-02-19 00:00:00",95780,,20549
"2019-02-20 00:00:00",101282,,14790
"2019-02-21 00:00:00",105026,,13895
"2019-02-22 00:00:00",107033,,12255
"2019-02-23 00:00:00",119952,,12824
"2019-02-24 00:00:00",111072,,18237
"2019-02-25 00:00:00",86104,,21040
"2019-02-26 00:00:00",88210,,15259
"2019-02-27 00:00:00",89807,,14793
"2019-02-28 00:00:00",89016,,37531
"2019-03-01 00:00:00",102883,,15271
"2019-03-02 00:00:00",117069,,14306
"2019-03-03 00:00:00",105643,,17557
"2019-03-04 00:00:00",87016,,14040
"2019-03-05 00:00:00",89120,,15423
"2019-03-06 00:00:00",78409,,79142
"2019-03-07 00:00:00",98248,,71827
"2019-03-08 00:00:00",115527,,70255
"2019-03-09 00:00:00",135746,,23531
"2019-03-10 00:00:00",126920,,41685
"2019-03-11 00:00:00",93672,,51821
"2019-03-12 00:00:00",93920,,22345
"2019-03-13 00:00:00",96744,,28031
"2019-03-14 00:00:00",95901,,28638
"2019-03-15 00:00:00",114283,,33337
"2019-03-16 00:00:00",133761,,29005
"2019-03-17 00:00:00",122489,,22392
"2019-03-18 00:00:00",92189,,20602
"2019-03-19 00:00:00",83090,,22007
"2019-03-20 00:00:00",93383,,27278
"2019-03-21 00:00:00",91957,,22041
"2019-03-22 00:00:00",108552,,29977
"2019-03-23 00:00:00",125685,,16348
"2019-03-24 00:00:00",114778,,20704
"2019-03-25 00:00:00",86630,,16209
"2019-03-26 00:00:00",86274,,16226
"2019-03-27 00:00:00",90225,,30103
"2019-03-28 00:00:00",87571,,19533
"2019-03-29 00:00:00",105415,,27304
"2019-03-30 00:00:00",118175,,17490
"2019-03-31 00:00:00",108717,,19361
"2019-04-01 00:00:00",102820,,24677
"2019-04-02 00:00:00",114371,,43003
"2019-04-03 00:00:00",108096,,46211
"2019-04-04 00:00:00",103782,,20850
"2019-04-05 00:00:00",111192,,35236
"2019-04-06 00:00:00",114228,,29656
"2019-04-07 00:00:00",110738,,44134
"2019-04-08 00:00:00",94089,,48981
"2019-04-09 00:00:00",89634,,25481
"2019-04-10 00:00:00",93391,,26507
"2019-04-11 00:00:00",91894,,21742
"2019-04-12 00:00:00",110970,,33650
"2019-04-13 00:00:00",125421,,19060
"2019-04-14 00:00:00",113323,,37111
"2019-04-15 00:00:00",92094,,19650
"2019-04-16 00:00:00",86030,,20458
"2019-04-17 00:00:00",90127,,21515
"2019-04-18 00:00:00",96030,,19222
"2019-04-19 00:00:00",111497,,35885
"2019-04-20 00:00:00",113107,,15437
"2019-04-21 00:00:00",98428,,22324
"2019-04-22 00:00:00",93654,,18261
"2019-04-23 00:00:00",88578,,20390
"2019-04-24 00:00:00",83417,,23860
"2019-04-25 00:00:00",84424,,19782
"2019-04-26 00:00:00",96065,,23455
"2019-04-27 00:00:00",101912,,14662
"2019-04-28 00:00:00",98045,,18696
"2019-04-29 00:00:00",81121,,17925
"2019-04-30 00:00:00",87896,,15432
"2019-05-01 00:00:00",95733,,15457
"2019-05-02 00:00:00",86342,,15874
"2019-05-03 00:00:00",95298,,22694
"2019-05-04 00:00:00",100251,,14694
"2019-05-05 00:00:00",99939,,19046
"2019-05-06 00:00:00",81672,,15605
"2019-05-07 00:00:00",80357,,18435
"2019-05-08 00:00:00",83450,,25071
"2019-05-09 00:00:00",80707,,17486
"2019-05-10 00:00:00",97033,,20644
"2019-05-11 00:00:00",109311,,16798
"2019-05-12 00:00:00",96951,,22036
"2019-05-13 00:00:00",71418,,20654
"2019-05-14 00:00:00",61766,,24577
"2019-05-15 00:00:00",84666,,35411
"2019-05-16 00:00:00",84482,,16032
"2019-05-17 00:00:00",103950,,28746
"2019-05-18 00:00:00",115431,,96093
"2019-05-19 00:00:00",106240,,135807
"2019-05-20 00:00:00",90725,,18991
"2019-05-21 00:00:00",94894,,24367
"2019-05-22 00:00:00",90913,,36943
"2019-05-23 00:00:00",89622,,16084
"2019-05-24 00:00:00",105074,,14880
"2019-05-25 00:00:00",115531,,14257
"2019-05-26 00:00:00",104409,,17809
"2019-05-27 00:00:00",89834,,18498
"2019-05-28 00:00:00",90805,,16259
"2019-05-29 00:00:00",90470,,19058
"2019-05-30 00:00:00",93867,,17337
"2019-05-31 00:00:00",104459,,17034
"2019-06-01 00:00:00",99784,,17847
"2019-06-02 00:00:00",101548,,17630
"2019-06-03 00:00:00",85792,,38272
"2019-06-04 00:00:00",87791,,34028
"2019-06-05 00:00:00",89222,,61846
"2019-06-06 00:00:00",101874,,45828
"2019-06-07 00:00:00",109946,,47370
"2019-06-08 00:00:00",121883,,41076
"2019-06-09 00:00:00",116337,,41758
"2019-06-10 00:00:00",106254,,174279
"2019-06-11 00:00:00",114333,,38464
"2019-06-12 00:00:00",134534,,32633
"2019-06-13 00:00:00",126119,,24713
"2019-06-14 00:00:00",135458,,25624
"2019-06-15 00:00:00",140445,,37480
"2019-06-16 00:00:00",129947,,26839
"2019-06-17 00:00:00",114259,,38336
"2019-06-18 00:00:00",119749,,45915
"2019-06-19 00:00:00",117740,,42531
"2019-06-20 00:00:00",120479,,45927
"2019-06-21 00:00:00",125733,,40611
"2019-06-22 00:00:00",129290,,32030
"2019-06-23 00:00:00",122049,,43935
"2019-06-24 00:00:00",104366,,41557
"2019-06-25 00:00:00",107594,,32679
"2019-06-26 00:00:00",106998,,45433
"2019-06-27 00:00:00",106957,,36248
"2019-06-28 00:00:00",115462,,32218
"2019-06-29 00:00:00",116900,,23820
"2019-06-30 00:00:00",115182,,25698
"2019-07-01 00:00:00",107430,,23103
"2019-07-02 00:00:00",124810,,33474
"2019-07-03 00:00:00",128935,,66962
"2019-07-04 00:00:00",119331,,60209
"2019-07-05 00:00:00",123412,,32606
"2019-07-06 00:00:00",124324,,31432
"2019-07-07 00:00:00",122366,,28789
"2019-07-08 00:00:00",112880,,20878
"2019-07-09 00:00:00",111746,,19897
"2019-07-10 00:00:00",113506,,42383
"2019-07-11 00:00:00",113425,,28013
"2019-07-12 00:00:00",118367,,29498
"2019-07-13 00:00:00",120138,,25819
"2019-07-14 00:00:00",118322,,22922
"2019-07-15 00:00:00",111362,,31233
"2019-07-16 00:00:00",111453,,38827
"2019-07-17 00:00:00",108604,,31556
"2019-07-18 00:00:00",109334,,19335
"2019-07-19 00:00:00",113042,,21584
"2019-07-20 00:00:00",114044,,24591
"2019-07-21 00:00:00",113222,,20169
"2019-07-22 00:00:00",102121,,29118
"2019-07-23 00:00:00",104510,,41642
"2019-07-24 00:00:00",103610,,33143
"2019-07-25 00:00:00",102749,,31592
"2019-07-26 00:00:00",105865,,32990
"2019-07-27 00:00:00",107262,,40447
"2019-07-28 00:00:00",107710,,30966
"2019-07-29 00:00:00",103664,,35402
"2019-07-30 00:00:00",104534,,17333
"2019-07-31 00:00:00",104314,,22687
"2019-08-01 00:00:00",94930,,18896
