"DateTime","Players","Flags","Twitch Viewers"
"2017-07-08 00:00:00",5890,,16947
"2017-07-09 00:00:00",5751,,19760
"2017-07-10 00:00:00",5306,,6454
"2017-07-11 00:00:00",5461,,5795
"2017-07-12 00:00:00",5237,,5008
"2017-07-13 00:00:00",5240,,8344
"2017-07-14 00:00:00",5393,,37163
"2017-07-15 00:00:00",5826,,32919
"2017-07-16 00:00:00",5546,,142873
"2017-07-17 00:00:00",5454,,2229
"2017-07-18 00:00:00",5259,,5141
"2017-07-19 00:00:00",5211,,6162
"2017-07-20 00:00:00",5138,,7247
"2017-07-21 00:00:00",5045,,4986
"2017-07-22 00:00:00",5209,,4341
"2017-07-23 00:00:00",4942,,12597
